	s_domain	domain_type	encoder_type	metric_name	metric_value	full_metric_name	clip_model_name
213	anastasia (image)	image	fse_with_features	diversity	0.342529296875	diversity/anastasia/ViT-B-32,	ViT-B-32
214	anastasia (image)	image	fse_with_features	quality	0.250732421875	quality/anastasia/ViT-B-16,	ViT-B-16
215	anastasia (image)	image	fse_with_features	diversity	0.30517578125	diversity/anastasia/ViT-B-16,	ViT-B-16
216	anastasia (image)	image	fse_with_generator_shift	quality	0.23193359375	quality/anastasia/ViT-B-32,	ViT-B-32
217	anastasia (image)	image	fse_with_generator_shift	diversity	0.319580078125	diversity/anastasia/ViT-B-32,	ViT-B-32
218	anastasia (image)	image	fse_with_generator_shift	quality	0.2548828125	quality/anastasia/ViT-B-16,	ViT-B-16
219	anastasia (image)	image	fse_with_generator_shift	diversity	0.287353515625	diversity/anastasia/ViT-B-16,	ViT-B-16
220	sketch (image)	image	orig	quality	0.27392578125	quality/sketch/ViT-B-32,	ViT-B-32
221	sketch (image)	image	orig	diversity	0.154296875	diversity/sketch/ViT-B-32,	ViT-B-32
222	sketch (image)	image	orig	quality	0.278076171875	quality/sketch/ViT-B-16,	ViT-B-16
223	sketch (image)	image	orig	diversity	0.1602783203125	diversity/sketch/ViT-B-16,	ViT-B-16
224	sketch (image)	image	e4e	quality	0.262939453125	quality/sketch/ViT-B-32,	ViT-B-32
225	sketch (image)	image	e4e	diversity	0.1729736328125	diversity/sketch/ViT-B-32,	ViT-B-32
226	sketch (image)	image	e4e	quality	0.26611328125	quality/sketch/ViT-B-16,	ViT-B-16
227	sketch (image)	image	e4e	diversity	0.166015625	diversity/sketch/ViT-B-16,	ViT-B-16
228	sketch (image)	image	fse	quality	0.261962890625	quality/sketch/ViT-B-32,	ViT-B-32
229	sketch (image)	image	fse	diversity	0.1636962890625	diversity/sketch/ViT-B-32,	ViT-B-32
230	sketch (image)	image	fse	quality	0.263916015625	quality/sketch/ViT-B-16,	ViT-B-16
231	sketch (image)	image	fse	diversity	0.1556396484375	diversity/sketch/ViT-B-16,	ViT-B-16
232	sketch (image)	image	fse_with_features	quality	0.252685546875	quality/sketch/ViT-B-32,	ViT-B-32
233	sketch (image)	image	fse_with_features	diversity	0.299072265625	diversity/sketch/ViT-B-32,	ViT-B-32
234	sketch (image)	image	fse_with_features	quality	0.25634765625	quality/sketch/ViT-B-16,	ViT-B-16
235	sketch (image)	image	fse_with_features	diversity	0.280029296875	diversity/sketch/ViT-B-16,	ViT-B-16
236	sketch (image)	image	fse_with_generator_shift	quality	0.258056640625	quality/sketch/ViT-B-32,	ViT-B-32
237	sketch (image)	image	fse_with_generator_shift	diversity	0.2568359375	diversity/sketch/ViT-B-32,	ViT-B-32
238	sketch (image)	image	fse_with_generator_shift	quality	0.262451171875	quality/sketch/ViT-B-16,	ViT-B-16
239	sketch (image)	image	fse_with_generator_shift	diversity	0.2435302734375	diversity/sketch/ViT-B-16,	ViT-B-16
240	maria_trepalina_img_6833_1 (image)	image	orig	quality	0.220458984375	quality/maria_trepalina/ViT-B-32,	ViT-B-32
241	maria_trepalina_img_6833_1 (image)	image	orig	diversity	0.253662109375	diversity/maria_trepalina/ViT-B-32,	ViT-B-32
242	maria_trepalina_img_6833_1 (image)	image	orig	quality	0.2305908203125	quality/maria_trepalina/ViT-B-16,	ViT-B-16
243	maria_trepalina_img_6833_1 (image)	image	orig	diversity	0.232177734375	diversity/maria_trepalina/ViT-B-16,	ViT-B-16
244	maria_trepalina_img_6833_1 (image)	image	e4e	quality	0.2257080078125	quality/maria_trepalina/ViT-B-32,	ViT-B-32
245	maria_trepalina_img_6833_1 (image)	image	e4e	diversity	0.244873046875	diversity/maria_trepalina/ViT-B-32,	ViT-B-32
246	maria_trepalina_img_6833_1 (image)	image	e4e	quality	0.232666015625	quality/maria_trepalina/ViT-B-16,	ViT-B-16
247	maria_trepalina_img_6833_1 (image)	image	e4e	diversity	0.21826171875	diversity/maria_trepalina/ViT-B-16,	ViT-B-16
248	maria_trepalina_img_6833_1 (image)	image	fse	quality	0.2257080078125	quality/maria_trepalina/ViT-B-32,	ViT-B-32
249	maria_trepalina_img_6833_1 (image)	image	fse	diversity	0.25390625	diversity/maria_trepalina/ViT-B-32,	ViT-B-32
250	maria_trepalina_img_6833_1 (image)	image	fse	quality	0.23486328125	quality/maria_trepalina/ViT-B-16,	ViT-B-16
251	maria_trepalina_img_6833_1 (image)	image	fse	diversity	0.2264404296875	diversity/maria_trepalina/ViT-B-16,	ViT-B-16
252	maria_trepalina_img_6833_1 (image)	image	fse_with_features	quality	0.2242431640625	quality/maria_trepalina/ViT-B-32,	ViT-B-32
253	maria_trepalina_img_6833_1 (image)	image	fse_with_features	diversity	0.327392578125	diversity/maria_trepalina/ViT-B-32,	ViT-B-32
254	maria_trepalina_img_6833_1 (image)	image	fse_with_features	quality	0.23828125	quality/maria_trepalina/ViT-B-16,	ViT-B-16
255	maria_trepalina_img_6833_1 (image)	image	fse_with_features	diversity	0.285888671875	diversity/maria_trepalina/ViT-B-16,	ViT-B-16
256	maria_trepalina_img_6833_1 (image)	image	fse_with_generator_shift	quality	0.2237548828125	quality/maria_trepalina/ViT-B-32,	ViT-B-32
257	maria_trepalina_img_6833_1 (image)	image	fse_with_generator_shift	diversity	0.3134765625	diversity/maria_trepalina/ViT-B-32,	ViT-B-32
258	maria_trepalina_img_6833_1 (image)	image	fse_with_generator_shift	quality	0.2386474609375	quality/maria_trepalina/ViT-B-16,	ViT-B-16
259	maria_trepalina_img_6833_1 (image)	image	fse_with_generator_shift	diversity	0.275634765625	diversity/maria_trepalina/ViT-B-16,	ViT-B-16
260	rain_artwork_dtiyschallennge (image)	image	orig	quality	0.1944580078125	quality/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
261	rain_artwork_dtiyschallennge (image)	image	orig	diversity	0.2099609375	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
262	rain_artwork_dtiyschallennge (image)	image	orig	quality	0.218505859375	quality/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
263	rain_artwork_dtiyschallennge (image)	image	orig	diversity	0.2037353515625	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
264	rain_artwork_dtiyschallennge (image)	image	e4e	quality	0.1966552734375	quality/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
265	rain_artwork_dtiyschallennge (image)	image	e4e	diversity	0.1956787109375	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
266	rain_artwork_dtiyschallennge (image)	image	e4e	quality	0.2200927734375	quality/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
267	rain_artwork_dtiyschallennge (image)	image	e4e	diversity	0.1824951171875	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
268	rain_artwork_dtiyschallennge (image)	image	fse	quality	0.1961669921875	quality/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
269	rain_artwork_dtiyschallennge (image)	image	fse	diversity	0.1993408203125	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
270	rain_artwork_dtiyschallennge (image)	image	fse	quality	0.2208251953125	quality/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
271	rain_artwork_dtiyschallennge (image)	image	fse	diversity	0.1832275390625	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
272	rain_artwork_dtiyschallennge (image)	image	fse_with_features	quality	0.1986083984375	quality/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
273	rain_artwork_dtiyschallennge (image)	image	fse_with_features	diversity	0.29150390625	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
274	rain_artwork_dtiyschallennge (image)	image	fse_with_features	quality	0.222900390625	quality/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
275	rain_artwork_dtiyschallennge (image)	image	fse_with_features	diversity	0.269287109375	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
276	rain_artwork_dtiyschallennge (image)	image	fse_with_generator_shift	quality	0.1981201171875	quality/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
277	rain_artwork_dtiyschallennge (image)	image	fse_with_generator_shift	diversity	0.2646484375	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	ViT-B-32
278	rain_artwork_dtiyschallennge (image)	image	fse_with_generator_shift	quality	0.2236328125	quality/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
279	rain_artwork_dtiyschallennge (image)	image	fse_with_generator_shift	diversity	0.2479248046875	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	ViT-B-16
280	mermaid (image)	image	orig	quality	0.224609375	quality/mermaid/ViT-B-32,	ViT-B-32
281	mermaid (image)	image	orig	diversity	0.2000732421875	diversity/mermaid/ViT-B-32,	ViT-B-32
282	mermaid (image)	image	orig	quality	0.22412109375	quality/mermaid/ViT-B-16,	ViT-B-16
283	mermaid (image)	image	orig	diversity	0.190673828125	diversity/mermaid/ViT-B-16,	ViT-B-16
284	mermaid (image)	image	e4e	quality	0.228515625	quality/mermaid/ViT-B-32,	ViT-B-32
285	mermaid (image)	image	e4e	diversity	0.163818359375	diversity/mermaid/ViT-B-32,	ViT-B-32
286	mermaid (image)	image	e4e	quality	0.2271728515625	quality/mermaid/ViT-B-16,	ViT-B-16
287	mermaid (image)	image	e4e	diversity	0.15966796875	diversity/mermaid/ViT-B-16,	ViT-B-16
288	mermaid (image)	image	fse	quality	0.2305908203125	quality/mermaid/ViT-B-32,	ViT-B-32
289	mermaid (image)	image	fse	diversity	0.17236328125	diversity/mermaid/ViT-B-32,	ViT-B-32
290	mermaid (image)	image	fse	quality	0.2254638671875	quality/mermaid/ViT-B-16,	ViT-B-16
291	mermaid (image)	image	fse	diversity	0.1605224609375	diversity/mermaid/ViT-B-16,	ViT-B-16
292	mermaid (image)	image	fse_with_features	quality	0.217041015625	quality/mermaid/ViT-B-32,	ViT-B-32
293	mermaid (image)	image	fse_with_features	diversity	0.290283203125	diversity/mermaid/ViT-B-32,	ViT-B-32
294	mermaid (image)	image	fse_with_features	quality	0.2198486328125	quality/mermaid/ViT-B-16,	ViT-B-16
295	mermaid (image)	image	fse_with_features	diversity	0.26318359375	diversity/mermaid/ViT-B-16,	ViT-B-16
296	mermaid (image)	image	fse_with_generator_shift	quality	0.2236328125	quality/mermaid/ViT-B-32,	ViT-B-32
297	mermaid (image)	image	fse_with_generator_shift	diversity	0.2445068359375	diversity/mermaid/ViT-B-32,	ViT-B-32
298	mermaid (image)	image	fse_with_generator_shift	quality	0.22607421875	quality/mermaid/ViT-B-16,	ViT-B-16
299	mermaid (image)	image	fse_with_generator_shift	diversity	0.2244873046875	diversity/mermaid/ViT-B-16,	ViT-B-16
300	truc_huynh_hex_009v2 (image)	image	orig	quality	0.2354736328125	quality/truc_huynh_hex/ViT-B-32,	ViT-B-32
301	truc_huynh_hex_009v2 (image)	image	orig	diversity	0.244140625	diversity/truc_huynh_hex/ViT-B-32,	ViT-B-32
302	truc_huynh_hex_009v2 (image)	image	orig	quality	0.2281494140625	quality/truc_huynh_hex/ViT-B-16,	ViT-B-16
303	truc_huynh_hex_009v2 (image)	image	orig	diversity	0.2274169921875	diversity/truc_huynh_hex/ViT-B-16,	ViT-B-16
304	truc_huynh_hex_009v2 (image)	image	e4e	quality	0.2364501953125	quality/truc_huynh_hex/ViT-B-32,	ViT-B-32
305	truc_huynh_hex_009v2 (image)	image	e4e	diversity	0.2412109375	diversity/truc_huynh_hex/ViT-B-32,	ViT-B-32
306	truc_huynh_hex_009v2 (image)	image	e4e	quality	0.2255859375	quality/truc_huynh_hex/ViT-B-16,	ViT-B-16
307	truc_huynh_hex_009v2 (image)	image	e4e	diversity	0.2235107421875	diversity/truc_huynh_hex/ViT-B-16,	ViT-B-16
308	truc_huynh_hex_009v2 (image)	image	fse	quality	0.2344970703125	quality/truc_huynh_hex/ViT-B-32,	ViT-B-32
309	truc_huynh_hex_009v2 (image)	image	fse	diversity	0.244873046875	diversity/truc_huynh_hex/ViT-B-32,	ViT-B-32
310	truc_huynh_hex_009v2 (image)	image	fse	quality	0.227294921875	quality/truc_huynh_hex/ViT-B-16,	ViT-B-16
311	truc_huynh_hex_009v2 (image)	image	fse	diversity	0.2314453125	diversity/truc_huynh_hex/ViT-B-16,	ViT-B-16
312	truc_huynh_hex_009v2 (image)	image	fse_with_features	quality	0.227294921875	quality/truc_huynh_hex/ViT-B-32,	ViT-B-32
313	truc_huynh_hex_009v2 (image)	image	fse_with_features	diversity	0.31787109375	diversity/truc_huynh_hex/ViT-B-32,	ViT-B-32
314	truc_huynh_hex_009v2 (image)	image	fse_with_features	quality	0.228271484375	quality/truc_huynh_hex/ViT-B-16,	ViT-B-16
315	truc_huynh_hex_009v2 (image)	image	fse_with_features	diversity	0.285888671875	diversity/truc_huynh_hex/ViT-B-16,	ViT-B-16
316	truc_huynh_hex_009v2 (image)	image	fse_with_generator_shift	quality	0.2283935546875	quality/truc_huynh_hex/ViT-B-32,	ViT-B-32
317	truc_huynh_hex_009v2 (image)	image	fse_with_generator_shift	diversity	0.30224609375	diversity/truc_huynh_hex/ViT-B-32,	ViT-B-32
318	truc_huynh_hex_009v2 (image)	image	fse_with_generator_shift	quality	0.2288818359375	quality/truc_huynh_hex/ViT-B-16,	ViT-B-16
319	truc_huynh_hex_009v2 (image)	image	fse_with_generator_shift	diversity	0.2763671875	diversity/truc_huynh_hex/ViT-B-16,	ViT-B-16
320	speed_paint (image)	image	orig	quality	0.2431640625	quality/speed_paint/ViT-B-32,	ViT-B-32
321	speed_paint (image)	image	orig	diversity	0.251220703125	diversity/speed_paint/ViT-B-32,	ViT-B-32
322	speed_paint (image)	image	orig	quality	0.2445068359375	quality/speed_paint/ViT-B-16,	ViT-B-16
323	speed_paint (image)	image	orig	diversity	0.22802734375	diversity/speed_paint/ViT-B-16,	ViT-B-16
324	speed_paint (image)	image	e4e	quality	0.244384765625	quality/speed_paint/ViT-B-32,	ViT-B-32
325	speed_paint (image)	image	e4e	diversity	0.234375	diversity/speed_paint/ViT-B-32,	ViT-B-32
326	speed_paint (image)	image	e4e	quality	0.2462158203125	quality/speed_paint/ViT-B-16,	ViT-B-16
327	speed_paint (image)	image	e4e	diversity	0.20849609375	diversity/speed_paint/ViT-B-16,	ViT-B-16
328	speed_paint (image)	image	fse	quality	0.239990234375	quality/speed_paint/ViT-B-32,	ViT-B-32
329	speed_paint (image)	image	fse	diversity	0.24853515625	diversity/speed_paint/ViT-B-32,	ViT-B-32
330	speed_paint (image)	image	fse	quality	0.2410888671875	quality/speed_paint/ViT-B-16,	ViT-B-16
331	speed_paint (image)	image	fse	diversity	0.2200927734375	diversity/speed_paint/ViT-B-16,	ViT-B-16
332	speed_paint (image)	image	fse_with_features	quality	0.2255859375	quality/speed_paint/ViT-B-32,	ViT-B-32
333	speed_paint (image)	image	fse_with_features	diversity	0.35205078125	diversity/speed_paint/ViT-B-32,	ViT-B-32
334	speed_paint (image)	image	fse_with_features	quality	0.22900390625	quality/speed_paint/ViT-B-16,	ViT-B-16
335	speed_paint (image)	image	fse_with_features	diversity	0.309326171875	diversity/speed_paint/ViT-B-16,	ViT-B-16
336	speed_paint (image)	image	fse_with_generator_shift	quality	0.229736328125	quality/speed_paint/ViT-B-32,	ViT-B-32
337	speed_paint (image)	image	fse_with_generator_shift	diversity	0.32861328125	diversity/speed_paint/ViT-B-32,	ViT-B-32
338	speed_paint (image)	image	fse_with_generator_shift	quality	0.232421875	quality/speed_paint/ViT-B-16,	ViT-B-16
339	speed_paint (image)	image	fse_with_generator_shift	diversity	0.289306640625	diversity/speed_paint/ViT-B-16,	ViT-B-16
340	naufal_ilyasa_seraphine_ig_full_res (image)	image	orig	quality	0.217041015625	quality/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
341	naufal_ilyasa_seraphine_ig_full_res (image)	image	orig	diversity	0.278076171875	diversity/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
342	naufal_ilyasa_seraphine_ig_full_res (image)	image	orig	quality	0.227783203125	quality/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
343	naufal_ilyasa_seraphine_ig_full_res (image)	image	orig	diversity	0.2548828125	diversity/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
344	naufal_ilyasa_seraphine_ig_full_res (image)	image	e4e	quality	0.22314453125	quality/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
345	naufal_ilyasa_seraphine_ig_full_res (image)	image	e4e	diversity	0.271240234375	diversity/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
346	naufal_ilyasa_seraphine_ig_full_res (image)	image	e4e	quality	0.2313232421875	quality/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
347	naufal_ilyasa_seraphine_ig_full_res (image)	image	e4e	diversity	0.24365234375	diversity/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
348	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse	quality	0.2227783203125	quality/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
349	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse	diversity	0.275146484375	diversity/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
350	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse	quality	0.23388671875	quality/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
351	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse	diversity	0.2490234375	diversity/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
352	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_features	quality	0.215576171875	quality/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
353	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_features	diversity	0.328369140625	diversity/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
354	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_features	quality	0.2322998046875	quality/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
355	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_features	diversity	0.296142578125	diversity/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
356	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_generator_shift	quality	0.2158203125	quality/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
357	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_generator_shift	diversity	0.317626953125	diversity/naufal_ilyasa_seraphine/ViT-B-32,	ViT-B-32
358	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_generator_shift	quality	0.232666015625	quality/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
359	naufal_ilyasa_seraphine_ig_full_res (image)	image	fse_with_generator_shift	diversity	0.2900390625	diversity/naufal_ilyasa_seraphine/ViT-B-16,	ViT-B-16
360	rich_d_amaru_studyfinal (image)	image	orig	quality	0.2119140625	quality/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
361	rich_d_amaru_studyfinal (image)	image	orig	diversity	0.244873046875	diversity/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
362	rich_d_amaru_studyfinal (image)	image	orig	quality	0.226318359375	quality/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
363	rich_d_amaru_studyfinal (image)	image	orig	diversity	0.2352294921875	diversity/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
364	rich_d_amaru_studyfinal (image)	image	e4e	quality	0.21435546875	quality/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
365	rich_d_amaru_studyfinal (image)	image	e4e	diversity	0.2413330078125	diversity/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
366	rich_d_amaru_studyfinal (image)	image	e4e	quality	0.229248046875	quality/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
367	rich_d_amaru_studyfinal (image)	image	e4e	diversity	0.2198486328125	diversity/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
368	rich_d_amaru_studyfinal (image)	image	fse	quality	0.21337890625	quality/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
369	rich_d_amaru_studyfinal (image)	image	fse	diversity	0.25830078125	diversity/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
370	rich_d_amaru_studyfinal (image)	image	fse	quality	0.2264404296875	quality/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
371	rich_d_amaru_studyfinal (image)	image	fse	diversity	0.235595703125	diversity/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
372	rich_d_amaru_studyfinal (image)	image	fse_with_features	quality	0.2171630859375	quality/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
373	rich_d_amaru_studyfinal (image)	image	fse_with_features	diversity	0.345703125	diversity/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
374	rich_d_amaru_studyfinal (image)	image	fse_with_features	quality	0.227783203125	quality/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
375	rich_d_amaru_studyfinal (image)	image	fse_with_features	diversity	0.313720703125	diversity/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
376	rich_d_amaru_studyfinal (image)	image	fse_with_generator_shift	quality	0.216064453125	quality/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
377	rich_d_amaru_studyfinal (image)	image	fse_with_generator_shift	diversity	0.3251953125	diversity/rich_d_amaru_studyfinal/ViT-B-32,	ViT-B-32
378	rich_d_amaru_studyfinal (image)	image	fse_with_generator_shift	quality	0.227783203125	quality/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
379	rich_d_amaru_studyfinal (image)	image	fse_with_generator_shift	diversity	0.296630859375	diversity/rich_d_amaru_studyfinal/ViT-B-16,	ViT-B-16
380	ricardo_viana_render2 (image)	image	orig	quality	0.259765625	quality/ricardo_viana_render/ViT-B-32,	ViT-B-32
381	ricardo_viana_render2 (image)	image	orig	diversity	0.2374267578125	diversity/ricardo_viana_render/ViT-B-32,	ViT-B-32
382	ricardo_viana_render2 (image)	image	orig	quality	0.268310546875	quality/ricardo_viana_render/ViT-B-16,	ViT-B-16
383	ricardo_viana_render2 (image)	image	orig	diversity	0.225830078125	diversity/ricardo_viana_render/ViT-B-16,	ViT-B-16
384	ricardo_viana_render2 (image)	image	e4e	quality	0.26708984375	quality/ricardo_viana_render/ViT-B-32,	ViT-B-32
385	ricardo_viana_render2 (image)	image	e4e	diversity	0.214111328125	diversity/ricardo_viana_render/ViT-B-32,	ViT-B-32
386	ricardo_viana_render2 (image)	image	e4e	quality	0.2744140625	quality/ricardo_viana_render/ViT-B-16,	ViT-B-16
387	ricardo_viana_render2 (image)	image	e4e	diversity	0.2020263671875	diversity/ricardo_viana_render/ViT-B-16,	ViT-B-16
388	ricardo_viana_render2 (image)	image	fse	quality	0.268310546875	quality/ricardo_viana_render/ViT-B-32,	ViT-B-32
389	ricardo_viana_render2 (image)	image	fse	diversity	0.2252197265625	diversity/ricardo_viana_render/ViT-B-32,	ViT-B-32
390	ricardo_viana_render2 (image)	image	fse	quality	0.27490234375	quality/ricardo_viana_render/ViT-B-16,	ViT-B-16
391	ricardo_viana_render2 (image)	image	fse	diversity	0.210693359375	diversity/ricardo_viana_render/ViT-B-16,	ViT-B-16
392	ricardo_viana_render2 (image)	image	fse_with_features	quality	0.262939453125	quality/ricardo_viana_render/ViT-B-32,	ViT-B-32
393	ricardo_viana_render2 (image)	image	fse_with_features	diversity	0.3212890625	diversity/ricardo_viana_render/ViT-B-32,	ViT-B-32
394	ricardo_viana_render2 (image)	image	fse_with_features	quality	0.271484375	quality/ricardo_viana_render/ViT-B-16,	ViT-B-16
395	ricardo_viana_render2 (image)	image	fse_with_features	diversity	0.292724609375	diversity/ricardo_viana_render/ViT-B-16,	ViT-B-16
396	ricardo_viana_render2 (image)	image	fse_with_generator_shift	quality	0.263427734375	quality/ricardo_viana_render/ViT-B-32,	ViT-B-32
397	ricardo_viana_render2 (image)	image	fse_with_generator_shift	diversity	0.298828125	diversity/ricardo_viana_render/ViT-B-32,	ViT-B-32
398	ricardo_viana_render2 (image)	image	fse_with_generator_shift	quality	0.273193359375	quality/ricardo_viana_render/ViT-B-16,	ViT-B-16
399	ricardo_viana_render2 (image)	image	fse_with_generator_shift	diversity	0.28076171875	diversity/ricardo_viana_render/ViT-B-16,	ViT-B-16
400	wesley_gardner_portraitstudy (image)	image	orig	quality	0.27685546875	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
401	wesley_gardner_portraitstudy (image)	image	orig	diversity	0.31982421875	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
402	wesley_gardner_portraitstudy (image)	image	orig	quality	0.287109375	quality/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
403	wesley_gardner_portraitstudy (image)	image	orig	diversity	0.28955078125	diversity/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
404	wesley_gardner_portraitstudy (image)	image	e4e	quality	0.2783203125	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
405	wesley_gardner_portraitstudy (image)	image	e4e	diversity	0.306884765625	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
406	wesley_gardner_portraitstudy (image)	image	e4e	quality	0.294677734375	quality/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
407	wesley_gardner_portraitstudy (image)	image	e4e	diversity	0.276123046875	diversity/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
408	wesley_gardner_portraitstudy (image)	image	fse	quality	0.2763671875	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
409	wesley_gardner_portraitstudy (image)	image	fse	diversity	0.326171875	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
410	wesley_gardner_portraitstudy (image)	image	fse	quality	0.28759765625	quality/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
411	wesley_gardner_portraitstudy (image)	image	fse	diversity	0.292724609375	diversity/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
412	wesley_gardner_portraitstudy (image)	image	fse_with_features	quality	0.26318359375	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
413	wesley_gardner_portraitstudy (image)	image	fse_with_features	diversity	0.39404296875	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
414	wesley_gardner_portraitstudy (image)	image	fse_with_features	quality	0.271728515625	quality/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
415	wesley_gardner_portraitstudy (image)	image	fse_with_features	diversity	0.34912109375	diversity/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
416	wesley_gardner_portraitstudy (image)	image	fse_with_generator_shift	quality	0.265869140625	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
417	wesley_gardner_portraitstudy (image)	image	fse_with_generator_shift	diversity	0.37939453125	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
418	wesley_gardner_portraitstudy (image)	image	fse_with_generator_shift	quality	0.27587890625	quality/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
419	wesley_gardner_portraitstudy (image)	image	fse_with_generator_shift	diversity	0.337890625	diversity/wesley_gardner_portraitstudy/ViT-B-16,	ViT-B-16
420	titan_erwin (image)	image	orig	quality	0.27001953125	quality/titan_erwin/ViT-B-32,	ViT-B-32
421	titan_erwin (image)	image	orig	diversity	0.2099609375	diversity/titan_erwin/ViT-B-32,	ViT-B-32
422	titan_erwin (image)	image	orig	quality	0.287353515625	quality/titan_erwin/ViT-B-16,	ViT-B-16
