	s_domain	domain_type	encoder_type	metric_name	metric_value	full_metric_name	clip_model_name
197	ricardo_viana_render2 (image)	image	fse_with_features	diversity	0.3212890625	diversity/ricardo_viana_render2/ViT-B-32,	ViT-B-32
198	ricardo_viana_render2 (image)	image	fse_with_generator_shift	quality	0.67236328125	quality/ricardo_viana_render2/ViT-B-32,	ViT-B-32
199	ricardo_viana_render2 (image)	image	fse_with_generator_shift	diversity	0.298828125	diversity/ricardo_viana_render2/ViT-B-32,	ViT-B-32
200	wesley_gardner_portraitstudy (image)	image	orig	quality	0.69189453125	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
201	wesley_gardner_portraitstudy (image)	image	orig	diversity	0.32177734375	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
202	wesley_gardner_portraitstudy (image)	image	e4e	quality	0.68505859375	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
203	wesley_gardner_portraitstudy (image)	image	e4e	diversity	0.306884765625	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
204	wesley_gardner_portraitstudy (image)	image	fse	quality	0.6611328125	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
205	wesley_gardner_portraitstudy (image)	image	fse	diversity	0.326171875	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
206	wesley_gardner_portraitstudy (image)	image	fse_with_features	quality	0.55126953125	quality/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
207	wesley_gardner_portraitstudy (image)	image	fse_with_features	diversity	0.39404296875	diversity/wesley_gardner_portraitstudy/ViT-B-32,	ViT-B-32
