	s_domain	encoder_type	metric_name	metric_value
180	stanislav_galai_04_23	orig	quality/stanislav_galai/ViT-B-32,	0.230224609375
181	stanislav_galai_04_23	orig	diversity/stanislav_galai/ViT-B-32,	0.265625
182	stanislav_galai_04_23	orig	quality/stanislav_galai/ViT-B-16,	0.211181640625
183	stanislav_galai_04_23	orig	diversity/stanislav_galai/ViT-B-16,	0.24462890625
184	stanislav_galai_04_23	e4e	quality/stanislav_galai/ViT-B-32,	0.240966796875
185	stanislav_galai_04_23	e4e	diversity/stanislav_galai/ViT-B-32,	0.255859375
186	stanislav_galai_04_23	e4e	quality/stanislav_galai/ViT-B-16,	0.21728515625
187	stanislav_galai_04_23	e4e	diversity/stanislav_galai/ViT-B-16,	0.2322998046875
188	stanislav_galai_04_23	fse	quality/stanislav_galai/ViT-B-32,	0.23974609375
189	stanislav_galai_04_23	fse	diversity/stanislav_galai/ViT-B-32,	0.27490234375
190	stanislav_galai_04_23	fse	quality/stanislav_galai/ViT-B-16,	0.2159423828125
191	stanislav_galai_04_23	fse	diversity/stanislav_galai/ViT-B-16,	0.2489013671875
192	stanislav_galai_04_23	fse_with_features	quality/stanislav_galai/ViT-B-32,	0.22802734375
193	stanislav_galai_04_23	fse_with_features	diversity/stanislav_galai/ViT-B-32,	0.35302734375
194	stanislav_galai_04_23	fse_with_features	quality/stanislav_galai/ViT-B-16,	0.211669921875
195	stanislav_galai_04_23	fse_with_features	diversity/stanislav_galai/ViT-B-16,	0.32421875
196	stanislav_galai_04_23	fse_with_generator_shift	quality/stanislav_galai/ViT-B-32,	0.2288818359375
197	stanislav_galai_04_23	fse_with_generator_shift	diversity/stanislav_galai/ViT-B-32,	0.3388671875
198	stanislav_galai_04_23	fse_with_generator_shift	quality/stanislav_galai/ViT-B-16,	0.212890625
199	stanislav_galai_04_23	fse_with_generator_shift	diversity/stanislav_galai/ViT-B-16,	0.31494140625
200	anastasia	orig	quality/anastasia/ViT-B-32,	0.2337646484375
201	anastasia	orig	diversity/anastasia/ViT-B-32,	0.2666015625
202	anastasia	orig	quality/anastasia/ViT-B-16,	0.2646484375
203	anastasia	orig	diversity/anastasia/ViT-B-16,	0.2474365234375
204	anastasia	e4e	quality/anastasia/ViT-B-32,	0.23876953125
205	anastasia	e4e	diversity/anastasia/ViT-B-32,	0.243408203125
206	anastasia	e4e	quality/anastasia/ViT-B-16,	0.267333984375
207	anastasia	e4e	diversity/anastasia/ViT-B-16,	0.22900390625
208	anastasia	fse	quality/anastasia/ViT-B-32,	0.23876953125
209	anastasia	fse	diversity/anastasia/ViT-B-32,	0.2449951171875
210	anastasia	fse	quality/anastasia/ViT-B-16,	0.262939453125
211	anastasia	fse	diversity/anastasia/ViT-B-16,	0.2288818359375
212	anastasia	fse_with_features	quality/anastasia/ViT-B-32,	0.226806640625
213	anastasia	fse_with_features	diversity/anastasia/ViT-B-32,	0.342529296875
214	anastasia	fse_with_features	quality/anastasia/ViT-B-16,	0.250732421875
215	anastasia	fse_with_features	diversity/anastasia/ViT-B-16,	0.30517578125
216	anastasia	fse_with_generator_shift	quality/anastasia/ViT-B-32,	0.23193359375
217	anastasia	fse_with_generator_shift	diversity/anastasia/ViT-B-32,	0.319580078125
218	anastasia	fse_with_generator_shift	quality/anastasia/ViT-B-16,	0.2548828125
219	anastasia	fse_with_generator_shift	diversity/anastasia/ViT-B-16,	0.287353515625
220	sketch	orig	quality/sketch/ViT-B-32,	0.27392578125
221	sketch	orig	diversity/sketch/ViT-B-32,	0.154296875
222	sketch	orig	quality/sketch/ViT-B-16,	0.278076171875
223	sketch	orig	diversity/sketch/ViT-B-16,	0.1602783203125
224	sketch	e4e	quality/sketch/ViT-B-32,	0.262939453125
225	sketch	e4e	diversity/sketch/ViT-B-32,	0.1729736328125
226	sketch	e4e	quality/sketch/ViT-B-16,	0.26611328125
227	sketch	e4e	diversity/sketch/ViT-B-16,	0.166015625
228	sketch	fse	quality/sketch/ViT-B-32,	0.261962890625
229	sketch	fse	diversity/sketch/ViT-B-32,	0.1636962890625
230	sketch	fse	quality/sketch/ViT-B-16,	0.263916015625
231	sketch	fse	diversity/sketch/ViT-B-16,	0.1556396484375
232	sketch	fse_with_features	quality/sketch/ViT-B-32,	0.252685546875
233	sketch	fse_with_features	diversity/sketch/ViT-B-32,	0.299072265625
234	sketch	fse_with_features	quality/sketch/ViT-B-16,	0.25634765625
235	sketch	fse_with_features	diversity/sketch/ViT-B-16,	0.280029296875
236	sketch	fse_with_generator_shift	quality/sketch/ViT-B-32,	0.258056640625
237	sketch	fse_with_generator_shift	diversity/sketch/ViT-B-32,	0.2568359375
238	sketch	fse_with_generator_shift	quality/sketch/ViT-B-16,	0.262451171875
239	sketch	fse_with_generator_shift	diversity/sketch/ViT-B-16,	0.2435302734375
240	maria_trepalina_img_6833_1	orig	quality/maria_trepalina/ViT-B-32,	0.220458984375
241	maria_trepalina_img_6833_1	orig	diversity/maria_trepalina/ViT-B-32,	0.253662109375
